Latência de um pente de RAM é o tempo gasto para que os dados nela contidos sejam encaminhados à CPU, e são descritos em ciclos. Quanto maior a latência, melhor; F 
Uma das formas de diagnóstico de problemas de hardware é o POST (Power On Self Test). Com ele é possível identificar alguns defeitos de hardware na inicialização do PC por meio de beeps emitidos; V 
Uma CPU que possui um barramento de instrução com 2 bits pode interpretar até 4 instruções diferentes (set code); V 
O SLA deve possuir os critérios de avaliação da qualidade do serviço de TI executado; V 
Quando uma mother-board não dá sinal (não liga), uma boa dica é medir a tensão de saída da fonte de alimentação; V
Dois pentes de memória RAM com clock diferentes podem trabalhar juntas numa mesma mother-board; V 
No linux o comando sudo apt upgrade atualiza a lista de programas; F 
É comum que servidores linux não tenham teclado, mouse nem monitor instalados. Neste caso, são acessados remotamente via ssh; V 
Uma máquina Windows não pode ser acessada via uma máquina linux usando a porta 22; F
Uma mother-board projetada para receber um soquete de um processador da AMD pode facilmente receber um processador da INTEL, bastando para isso, fazer sua configuração de setup na BIOS do computador; F 
O programa CPU-Z faz análise de defeitos de hardware no Windows; F 
O linux foi desenvolvido com o objetivo de permitir que um computador padrão IBM/PC pudesse ser operado de forma similar ao antigo sistema operacional Unix. Por isso o uso de terminais é tão forte; V 
Conceitualmente, uma placa-mãe possui os chamados chipsets ponte-norte e ponte sul. A ponte sul é responsável pela comunicação de dispositivos de baixa velocidade enquanto a ponte norte os dispositivos de alta velocidade; V 
O protocolo SSH permite uma conexão criptografada entre 2 computadores interligados em rede. Dentre outras coisas é muito utilizado para serviços de manutenção tipo help-desk; V 
O comando ping ip_destino testa a comunicação via rede entre dois computadores; V 
A redundância de hardware é uma estratégia de configuração de sistemas de computação e equipamentos que envolve a duplicação de componentes críticos. Caso um queime o outro assume; V 
A elaboação de scripts linux pode ser um grande aliado na automação de tarefas administrativas e técnicas para identificação de defeitos de hardware de pc e equipamentos de rede; V 
Dual-channel é uma técnica de otimização de acesso à RAM feita pela CPU muito comum em mother-boards modernas; V 
Uma fonte de alimentação de um computador desktop recebe tensão AC e fornece DC; V
Uma fonte de alimentação de um computador recebe tensão DC e transforma em AC; F 
A sigla USB significa Unit Serial Bus e trata-se um padrão fechado proprietário; F 
Uma porta USB pode não ter a alimentação necessária para suportar um dado periférico, e isso pode acarretar seu mal funcionamento; V 
Os semicondutores são essenciais para o funcionamento de computadores pois por meio deles é possível criar circuitos eletrônicos baseados na lógica digital ou binária; V 
Na computação, em relação ao hardware, a álgebra de Boole é manifestada nos circuitos lógicos baseados em portas lógicas; V 
Na computação, em relação ao software, a álgebra de Boole é manifestada na lógica de programação; V
Na computação, em relação ao software, a álgebra de Von Neumann é manifestada na lógica de programação; F 
Allan Turing, matemático britânico, é considerado o pai da computação; V
A porta lógica AND tem saída igual a 1 quando pelo menos uma de suas entradas for igual a 1; F 
Os transistores são condutores elétricos que não devem mais ser utilizados em computadores; F 
Uma porta lógica OR tem sua saída igual a 1 somente se todas as suas entradas foram iguais a 1; F 
No linux o comando sudo apt upgrade atualiza a lista de pacotes no computador local; F 
No linux o comando "sudo" significa "faça como um super usuário"; V
No linux o comando tree mostra a árvore de diretórios a partir de onde você está; V 
No linux o comando addicuser adiciona uma novo usuário; F 
O principal sistema de arquivos usados pelo linux atualmente é o NTFS; F 
O sistema operacional Windows não reconhece nativamente o sistema de arquivos EXT4; V 
No Windows é possível utilizar o comando winget no terminal para instalar programas; V 
O Windows 11 Home não oferece suporte ao acesso remoto nativo, somente a versão pro; V 
No Windows 11 não é possível instalar o openssh server, como no linux; F 
O Windows 10 foi lança em 2015; V 
O Windows 7 era um sistema operacional de código aberto desenvolvido pela Microsoft; F
O Windows Defender é um software antivírus integrado ao Windows; V 
O Windows 11 é a versão mais recente do sistema operacional Windows; V 
O Windows 7 foi lançado antes do Windows XP; F 
O Windows XServer é uma versão do Windows projetada para servidores; F 
O Windows 11 introduziu o recurso "Cortana", uma assistente virtual integrada; F 
O Windows PowerShell é uma interface de linha de comando e uma linguagem de script desenvolvida pela Microsoft para a automação de tarefas administrativas; V 
O IP 196.13.15.12 pertence a classe A de IPV4; F 
O IP 10.10.11.120 pertence a classe C de IPV4; F 
O IP 11.11.11.192 pertence a classe A de IPV4; V 
O IP 132.15.12.110 pertecen classe B de IPV4; V 
O comando sudo systemctl init [service_name] no linux inicia um serviço; F 
No linux o comando pwd mostra o diretório atual; V 
No linux o comando pwf mostra o diretório atual; F 
No linux o comando makendir cria um novo diretório; F 
No linux o comando htop mostra um gerenciador de processos/tarefas; V
No linux o comando clear limpa a tela do terminal; V 
NO linux o comando cleax limpa a tela do terminal; F 
No linux o comando sudo shutdown now reinicia o computador agora; F 
No linux o comando sudo shutdown -r now reinicia o computador agora; V 
No linux o comando sudo shutdown now desliga o computador agora; V
No linux o comando sudo shutdown 11:15 desliga o computador as 11:15; V 
No linux o comando man exibe uma página de manual de algum comando; V 
No linux o comando chmod altera as permissões de um arquivo ou diretório; V 
No linux o comando chmof altera as permissões de um arquivo; F 
No linux o comando free exibe as informações de memória RAM total e usada; V 
No linux o comando free exibe as informações de espaço em disco; F 
No linux o comando top exibe informações de processos rodando na máquina; V 
No linux o comando uname -a exibe diversas informações sobre o sistema, kernel, etc; V 
No linux o comando tac exibe um arquivo texto ao contrário no terminal; V 
No linux o comando cat exibe o conteúdeo de um arquivo texto; V 
No linux o comando cat exibe o conteúdo de um arquivo texto ao contrário; F 
No linux é possível executar um programa escrito em python com o comando python3 programa.py; V 
No linux o comando mkdir cria um diretório; V 
No linux o comando mkdir remove um diretório; F 
No linux o comando echo mostra uma mensagem de texto na tela; V 
No linux o comando echo emite um beep; F 
No linux o comando su permite fazer login com um outro nome de usuário, como o root; V 
O linux é um sistema multitarefa real e multiusuário; V 
O linux não é um sistema multitarefa real e multiusuário; F 
O linux suporte nomes de arquivos e diretórios de até 255 caracteres; V 
O linux suporte nomes de arquivos e diretórios de até 255 caracteres; F 
O linux suporta a mais de 256 terminais virtuais (consoles); V 
O Linux somente carrega para a memória o que é usado durante o processamento,
liberando totalmente a memória assim que o programa/dispositivo é finalizado; v 
O linux tem suporte nativo a múltiplas CPUs e multi threads; V 
O linux não possui suporte nativo a dispositivos SSD, SATA, PATA, Fiber Channel; F 
O linux possui suporte nativo a dispositivos SSD, SATA, PATA, Fiber Channel; V 
O projeto GNU começou em 1983 com o objetivo de desenvolver um sistema operacional Unix-like totalmente livre. Livre se refere à liberdade, e não ao preço; significa que você
está livre para executar, distribuir, estudar, mudar e melhorar o software; v 
O computador não é uma máquina inteligente, ele apenas executa as instruções dos programas que foram escritos pelo programador; V 
O computador é uma máquina inteligente; F 
Desktop, mini-torre e torre, são alguns tipos de gabinetes de computadores; V 
No linux o diretório /etc contém informações de configurações do sistema e de programas instalados; V 
No linux o diretório /etc contém curiosidades sobre os usuários do sistema; F 
No linux o diretório /bin possui arquivos binários para execução de programas instalados; V 
No linux o diretório /bootin contém arquivos necessários para a inicialização do sistema; F  
No linux o diretório /boot contém arquivos necessários para a inicialização do sistema; V 
No linux o diretório /media é usado para ouvir música; F 
No linux o diretório /media é usado para montar dispositivos diversos do sistema como rede, pendrives, etc; V 
No linux o diretório /sbin possui programas usados pelo superusuário (root) para a administração do sistema; V 
No linux o diretório /sbin possui programas usados pelo usuario comum para a administração do sistema; F  
No linux o diretório /var contém maior parte dos arquivos gravados com frequência pelos programas do sistema, e-mails, spool de impressão, etc; V 
No linux o comando lx lista os arquivos de um diretório x; F 
A sigla BIOS significa BASIC INPUT/OUTPUT SYSTEM, ou seja, sistema básico de entrada e saída; V 
A sigla BIOS significa BASIC INPUT/OUTPUT SERVICE, ou seja, sistema básico de entrada e serviço; V 
EEPROM significa Electrically Erasable Programmable Read-Only Memory – Memória de Apenas Leitura Apagável Eletricamente e Programável. Chip que pode ser reprogramado após ter seu conteúdo apagado eletricamente; v 
EPROM significa Erasable Programmable Read-Only Memory – Memória de Apenas Leitura Apagável e Programável. Chip que pode ser reprogramado após ter seu conteúdo apagado por luz ultravioleta; v  
FLASH é um tipo de memória que mantém suas informações mesmo após desligado o microcomputador. Exemplos: BIOS em FLASH EEPROM que possibilita a atualização do BIOS via software, cartões PMCIA utilizados como expansão de discos nos notebooks, cartões de memória e/ou pendrives; V 
FLASH é um tipo de memória que perde suas informações após o computador ser desligado; F 
ROM é a sigla para Read-Only Memory – Memória de Apenas Leitura. Memória que não perde seu conteúdo quando o microcomputador é desligado. Utilizada para armazenar funções e rotinas necessárias para controles de funcionamento básico; V 
ROM é a sigla para Ready Only Memory, memória pronta para acesso; F 
SRAM significa Static Random Acess Memory – Memória Estática de Acesso Randômico. Tem as características da memória RAM, acrescidas do avanço tecnológico de não necessitar da renovação constante pelo processador o que faz dela uma memória mais rápida que as RAM; V 
O hardware, circuitaria, material ou ferramental é a parte física do computador, ou seja, é o conjunto de componentes eletrônicos, circuitos integrados e placas, que se comunicam através de barramentos; v 
O hardware corresponde ao sistema operacional de um computador, como o Windows 11; F 
No Windows o comando dir lista o conteúdo de um diretório; V 
No Windows o comando dir abre um novo terminal; F 
No Windows o comando cmd abre um novo prompt de comandos; V 
No Windows o comando cls limpa a tela do terminal; V 
No Windows o comando cls sai do terminal do prompt de comandos; F 
No Windows o comando cd muda de diretório ou pasta; V 
No Windows o comando cd .. volta a um nível de diretório; V 
No Windows para entrar numa pasta se usa o comando cd nome_da_pasta; V 
No Windows o comando time mostra a data atual; F 
No Windows o comando time mostra a hora atual; v 
No Windows o comando date mostra a data atual; V 
No Windows 11 o comando date não serve para mostrar a data atual; F 
No Windows o comando hostname mostra o nome do computador; V
No Windows o comando hostname mostra a versão do Windows em uso; F 
No Windows o comando "ver" mostra a versão do sistema operacional em uso; V 
No Windows o comando "ver" faz uma verificação de segurança no sistema; F 
No Windows o comando color permite alterar as cores do texto e da tela de fundo do terminal; V 
No Windows o comando shutdown permite fazer o desligamento do computador; v 
No Windows o comando mkdir cria um diretório ou pasta; V  
